order_id,order_date,week_start,year,month,week_number,quarter,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,discount,revenue,margin,city,sales_channel,campaign_name,visits,cart_additions,completed_orders,payment_method,order_status,is_completed,conversion_rate,cart_abandonment_rate
ORD000016,2025-03-04,2025-03-03,2025,3,10,1,C0465,Startup,P051,Software,CRM License Pro,5,1851.31,0.15,7868.07,2840.37,Cardiff,Marketplace,Q4 Push,59,12,1,Bank Transfer,Completed,True,0.01694915254237288,0.9166666666666666
ORD000017,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P029,Office Supply,Standing Desk Pro,1,154.98,0.0,154.98,37.2,Leeds,Partner,Organic / None,46,10,1,Credit Card,Completed,True,0.021739130434782608,0.9
ORD000018,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P032,Office Supply,Desk Chair Pro,2,177.72,0.1,319.9,160.91,Leeds,Partner,Back-to-Business,44,17,0,Credit Card,Completed,True,0.0,1.0
ORD000019,2025-03-04,2025-03-03,2025,3,10,1,C0104,SMB,P053,Networking,Firewall Pro Pro,2,527.54,0.15,896.82,286.09,Leeds,Partner,Organic / None,75,22,1,Credit Card,Completed,True,0.013333333333333334,0.9545454545454546
ORD000020,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P046,Office Supply,Standing Desk Pro Pro,3,185.62,0.15,473.33,113.6,Leeds,Marketplace,New Year Deal,22,5,1,PayPal,Completed,True,0.045454545454545456,0.8
ORD000021,2025-03-04,2025-03-03,2025,3,10,1,C0104,SMB,P080,Electronics,Laptop Pro Pro,2,518.95,0.0,1037.9,348.73,Leeds,Marketplace,Back-to-Business,32,4,0,Invoice,Completed,True,0.0,1.0
ORD000022,2025-03-04,2025-03-03,2025,3,10,1,C0104,SMB,P078,Cloud Services,Storage Plan Pro Pro,4,819.11,0.0,3276.44,1333.51,Leeds,Online Store,Flash Sale,74,30,1,Bank Transfer,Completed,True,0.013513513513513514,0.9666666666666667
ORD000023,2025-03-04,2025-03-03,2025,3,10,1,C0104,SMB,P020,Networking,Cable Kit,10,312.02,0.05,2964.19,661.01,Leeds,Direct,Loyalty Drive,47,11,1,PayPal,Completed,True,0.02127659574468085,0.9090909090909091
ORD000024,2025-03-04,2025-03-03,2025,3,10,1,C0465,Startup,P064,Networking,Cable Kit Pro Pro Pro,1,675.89,0.0,675.89,150.72,Cardiff,Partner,Loyalty Drive,59,6,1,Credit Card,Completed,True,0.01694915254237288,0.8333333333333334
ORD000025,2025-03-04,2025-03-03,2025,3,10,1,C0104,SMB,P051,Software,CRM License Pro,2,1851.31,0.05,3517.49,1269.81,Leeds,Direct,New Year Deal,55,6,1,Credit Card,Completed,True,0.01818181818181818,0.8333333333333334
ORD000026,2025-03-04,2025-03-03,2025,3,10,1,C0465,Startup,P012,Software,CRM License,1,1432.63,0.0,1432.63,517.18,Cardiff,Direct,Organic / None,43,10,0,Bank Transfer,Refunded,False,0.0,1.0
ORD000027,2025-03-04,2025-03-03,2025,3,10,1,C0465,Startup,P080,Electronics,Laptop Pro Pro,3,518.95,0.0,1556.85,523.1,Cardiff,Online Store,New Year Deal,70,17,1,Credit Card,Completed,True,0.014285714285714285,0.9411764705882353
ORD000028,2025-03-04,2025-03-03,2025,3,10,1,C0104,SMB,P077,Networking,Firewall Pro,3,388.58,0.0,1165.74,371.87,Leeds,Direct,Organic / None,44,5,0,Credit Card,Pending,False,0.0,1.0
ORD000029,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P001,Electronics,Laptop,1,264.83,0.05,251.59,84.53,Leeds,Marketplace,Organic / None,67,28,1,Invoice,Completed,True,0.014925373134328358,0.9642857142857143
ORD000030,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P006,Electronics,Headset,1,503.98,0.0,503.98,193.53,Leeds,Partner,Back-to-Business,43,18,1,PayPal,Pending,False,0.023255813953488372,0.9444444444444444
ORD000031,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P011,Office Supply,Organizer,4,179.1,0.15,608.94,264.89,Leeds,Marketplace,Organic / None,78,11,0,Invoice,Completed,True,0.0,1.0
ORD000032,2025-03-04,2025-03-03,2025,3,10,1,C0465,Startup,P072,Networking,Switch Pro Pro,3,689.95,0.0,2069.85,1010.09,Cardiff,Direct,New Year Deal,39,9,1,Credit Card,Completed,True,0.02564102564102564,0.8888888888888888
ORD000033,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P046,Office Supply,Standing Desk Pro Pro,2,185.62,0.15,315.55,75.73,Leeds,Direct,Back-to-Business,63,19,1,Credit Card,Completed,True,0.015873015873015872,0.9473684210526316
ORD000034,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P079,Electronics,Laptop Pro,2,397.18,0.15,675.21,226.87,Leeds,Direct,Organic / None,70,12,1,Credit Card,Completed,True,0.014285714285714285,0.9166666666666666
ORD000035,2025-03-04,2025-03-03,2025,3,10,1,C0381,Government,P012,Software,CRM License,5,1432.63,0.05,6804.99,2456.6,Leeds,Partner,Flash Sale,47,14,1,Invoice,Completed,True,0.02127659574468085,0.9285714285714286
ORD000036,2025-03-04,2025-03-03,2025,3,10,1,C0465,Startup,P070,Office Supply,Standing Desk Pro Pro Pro,1,263.74,0.0,263.74,63.3,Cardiff,Partner,Back-to-Business,40,10,0,Bank Transfer,Completed,True,0.0,1.0
ORD000037,2025-03-05,2025-03-03,2025,3,10,1,C0104,SMB,P009,Office Supply,Notebook,2,153.37,0.05,291.4,136.38,Leeds,Marketplace,New Year Deal,7,1,0,Bank Transfer,Completed,True,0.0,1.0
ORD000038,2025-03-05,2025-03-03,2025,3,10,1,C0381,Government,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.0,1638.22,666.76,Leeds,Marketplace,New Year Deal,10,3,1,Bank Transfer,Refunded,False,0.1,0.6666666666666667
ORD000039,2025-03-05,2025-03-03,2025,3,10,1,C0104,SMB,P072,Networking,Switch Pro Pro,1,689.95,0.1,620.96,303.03,Leeds,Online Store,Flash Sale,58,21,1,Bank Transfer,Completed,True,0.017241379310344827,0.9523809523809523
ORD000040,2025-03-05,2025-03-03,2025,3,10,1,C0381,Government,P025,Cloud Services,CDN Package Pro,3,445.74,0.05,1270.36,369.67,Leeds,Online Store,Q4 Push,31,13,1,PayPal,Completed,True,0.03225806451612903,0.9230769230769231
ORD000041,2025-03-05,2025-03-03,2025,3,10,1,C0104,SMB,P041,Software,Security Suite Pro,2,1776.12,0.0,3552.24,1126.06,Leeds,Partner,Partner Week,49,7,1,PayPal,Completed,True,0.02040816326530612,0.8571428571428572
ORD000042,2025-03-05,2025-03-03,2025,3,10,1,C0303,Enterprise,P059,Office Supply,Desk Chair Pro Pro Pro,1,235.63,0.2,188.5,94.82,Glasgow,Marketplace,Summer Sale,25,3,1,PayPal,Completed,True,0.04,0.6666666666666667
ORD000043,2025-03-05,2025-03-03,2025,3,10,1,C0465,Startup,P071,Networking,Firewall Pro Pro,3,492.42,0.0,1477.26,471.25,Cardiff,Marketplace,Q4 Push,61,16,1,Credit Card,Completed,True,0.01639344262295082,0.9375
ORD000044,2025-03-05,2025-03-03,2025,3,10,1,C0104,SMB,P057,Networking,Switch Pro,3,474.54,0.0,1423.62,694.73,Leeds,Online Store,Summer Sale,46,12,0,PayPal,Completed,True,0.0,1.0
ORD000045,2025-03-05,2025-03-03,2025,3,10,1,C0465,Startup,P036,Cloud Services,Compute Credits Pro,1,1122.77,0.0,1122.77,454.72,Cardiff,Partner,Summer Sale,18,4,1,Credit Card,Completed,True,0.05555555555555555,0.75
ORD000046,2025-03-05,2025-03-03,2025,3,10,1,C0381,Government,P015,Software,Security Suite,1,1204.66,0.0,1204.66,381.88,Leeds,Partner,Spring Promo,25,5,1,Bank Transfer,Completed,True,0.04,0.8
ORD000047,2025-03-05,2025-03-03,2025,3,10,1,C0465,Startup,P075,Software,Analytics Tool Pro Pro,3,2329.89,0.15,5941.22,1812.07,Cardiff,Partner,Organic / None,51,16,0,Bank Transfer,Cancelled,False,0.0,1.0
ORD000048,2025-03-05,2025-03-03,2025,3,10,1,C0104,SMB,P061,Electronics,Mouse Pro Pro,1,1009.82,0.0,1009.82,291.84,Leeds,Marketplace,Flash Sale,11,3,1,Credit Card,Completed,True,0.09090909090909091,0.6666666666666667
ORD000049,2025-03-05,2025-03-03,2025,3,10,1,C0381,Government,P067,Electronics,Monitor Pro,1,393.05,0.1,353.75,82.07,Leeds,Marketplace,Loyalty Drive,10,4,0,Bank Transfer,Pending,False,0.0,1.0
ORD000050,2025-03-05,2025-03-03,2025,3,10,1,C0465,Startup,P060,Office Supply,Pen Set Pro,3,94.84,0.15,241.84,80.53,Cardiff,Direct,Back-to-Business,25,5,1,Credit Card,Completed,True,0.04,0.8
ORD000051,2025-03-05,2025-03-03,2025,3,10,1,C0465,Startup,P016,Networking,Router,5,348.55,0.0,1742.75,740.67,Cardiff,Online Store,Loyalty Drive,9,3,1,Credit Card,Completed,True,0.1111111111111111,0.6666666666666667
ORD000052,2025-03-05,2025-03-03,2025,3,10,1,C0104,SMB,P074,Networking,Cable Kit Pro Pro Pro,1,771.13,0.05,732.57,163.36,Leeds,Online Store,Flash Sale,73,28,1,Bank Transfer,Completed,True,0.0136986301369863,0.9642857142857143
ORD000053,2025-03-05,2025-03-03,2025,3,10,1,C0465,Startup,P022,Cloud Services,Compute Credits,2,753.31,0.0,1506.62,610.18,Cardiff,Direct,Partner Week,63,23,1,Credit Card,Pending,False,0.015873015873015872,0.9565217391304348
ORD000054,2025-03-06,2025-03-03,2025,3,10,1,C0465,Startup,P013,Software,ERP Module,1,1134.0,0.0,1134.0,320.92,Cardiff,Partner,Partner Week,32,7,1,Invoice,Pending,False,0.03125,0.8571428571428572
ORD000055,2025-03-06,2025-03-03,2025,3,10,1,C0381,Government,P056,Software,Security Suite Pro,2,1522.68,0.0,3045.36,965.38,Leeds,Direct,Organic / None,23,4,0,Bank Transfer,Completed,True,0.0,1.0
ORD000056,2025-03-06,2025-03-03,2025,3,10,1,C0410,SMB,P011,Office Supply,Organizer,1,179.1,0.0,179.1,77.91,Dublin,Online Store,Flash Sale,20,4,0,Credit Card,Cancelled,False,0.0,1.0
ORD000057,2025-03-06,2025-03-03,2025,3,10,1,C0465,Startup,P022,Cloud Services,Compute Credits,1,753.31,0.0,753.31,305.09,Cardiff,Marketplace,Organic / None,6,1,1,Credit Card,Pending,False,0.16666666666666666,0.0
ORD000058,2025-03-06,2025-03-03,2025,3,10,1,C0410,SMB,P007,Office Supply,Desk Chair,3,128.73,0.1,347.57,174.83,Dublin,Online Store,Spring Promo,17,2,0,Credit Card,Pending,False,0.0,1.0
ORD000059,2025-03-06,2025-03-03,2025,3,10,1,C0104,SMB,P019,Networking,Firewall,4,282.71,0.0,1130.84,360.74,Leeds,Online Store,Flash Sale,12,4,1,PayPal,Completed,True,0.08333333333333333,0.75
ORD000060,2025-03-06,2025-03-03,2025,3,10,1,C0104,SMB,P079,Electronics,Laptop Pro,4,397.18,0.05,1509.28,507.12,Leeds,Direct,Q4 Push,38,13,0,Credit Card,Completed,True,0.0,1.0
ORD000061,2025-03-06,2025-03-03,2025,3,10,1,C0303,Enterprise,P010,Office Supply,Pen Set,2,76.83,0.05,145.98,48.61,Glasgow,Direct,Flash Sale,42,10,0,PayPal,Cancelled,False,0.0,1.0
ORD000062,2025-03-06,2025-03-03,2025,3,10,1,C0303,Enterprise,P024,Cloud Services,Backup Plan,2,478.69,0.0,957.38,426.03,Glasgow,Online Store,Summer Sale,55,20,0,Credit Card,Completed,True,0.0,1.0
ORD000063,2025-03-06,2025-03-03,2025,3,10,1,C0410,SMB,P079,Electronics,Laptop Pro,3,397.18,0.0,1191.54,400.36,Dublin,Direct,Organic / None,10,1,1,PayPal,Pending,False,0.1,0.0
ORD000064,2025-03-07,2025-03-03,2025,3,10,1,C0303,Enterprise,P032,Office Supply,Desk Chair Pro,5,177.72,0.0,888.6,446.97,Glasgow,Online Store,Partner Week,31,5,0,Credit Card,Completed,True,0.0,1.0
ORD000065,2025-03-07,2025-03-03,2025,3,10,1,C0410,SMB,P044,Software,Analytics Tool Pro,3,1804.94,0.0,5414.82,1651.52,Dublin,Partner,Spring Promo,44,7,1,PayPal,Cancelled,False,0.022727272727272728,0.8571428571428572
ORD000066,2025-03-07,2025-03-03,2025,3,10,1,C0303,Enterprise,P051,Software,CRM License Pro,2,1851.31,0.0,3702.62,1336.65,Glasgow,Online Store,New Year Deal,14,4,1,Credit Card,Pending,False,0.07142857142857142,0.75
ORD000067,2025-03-07,2025-03-03,2025,3,10,1,C0303,Enterprise,P078,Cloud Services,Storage Plan Pro Pro,1,819.11,0.2,655.29,266.7,Glasgow,Direct,Back-to-Business,48,19,0,Credit Card,Completed,True,0.0,1.0
ORD000068,2025-03-07,2025-03-03,2025,3,10,1,C0303,Enterprise,P017,Networking,Switch,1,332.68,0.0,332.68,162.35,Glasgow,Partner,Organic / None,9,1,1,PayPal,Pending,False,0.1111111111111111,0.0
ORD000069,2025-03-07,2025-03-03,2025,3,10,1,C0410,SMB,P003,Electronics,Keyboard,5,492.91,0.05,2341.32,735.17,Dublin,Marketplace,Summer Sale,52,14,0,Credit Card,Completed,True,0.0,1.0
ORD000070,2025-03-07,2025-03-03,2025,3,10,1,C0303,Enterprise,P038,Software,Security Suite Pro,4,1336.32,0.0,5345.28,1694.45,Glasgow,Partner,Summer Sale,36,6,0,PayPal,Completed,True,0.0,1.0
ORD000071,2025-03-07,2025-03-03,2025,3,10,1,C0410,SMB,P071,Networking,Firewall Pro Pro,3,492.42,0.0,1477.26,471.25,Dublin,Direct,Organic / None,10,1,0,Credit Card,Cancelled,False,0.0,1.0
ORD000072,2025-03-07,2025-03-03,2025,3,10,1,C0465,Startup,P046,Office Supply,Standing Desk Pro Pro,2,185.62,0.05,352.68,84.64,Cardiff,Partner,Flash Sale,38,12,1,Bank Transfer,Completed,True,0.02631578947368421,0.9166666666666666
ORD000073,2025-03-07,2025-03-03,2025,3,10,1,C0465,Startup,P049,Networking,Cable Kit Pro Pro,2,538.12,0.0,1076.24,240.0,Cardiff,Partner,Partner Week,10,1,1,PayPal,Completed,True,0.1,0.0
ORD000074,2025-03-07,2025-03-03,2025,3,10,1,C0465,Startup,P019,Networking,Firewall,2,282.71,0.1,508.88,162.33,Cardiff,Marketplace,New Year Deal,77,21,1,Bank Transfer,Cancelled,False,0.012987012987012988,0.9523809523809523
ORD000075,2025-03-07,2025-03-03,2025,3,10,1,C0104,SMB,P052,Cloud Services,Storage Plan Pro Pro,3,771.87,0.0,2315.61,942.45,Leeds,Marketplace,Flash Sale,50,14,1,Invoice,Cancelled,False,0.02,0.9285714285714286
ORD000076,2025-03-07,2025-03-03,2025,3,10,1,C0381,Government,P038,Software,Security Suite Pro,2,1336.32,0.0,2672.64,847.23,Leeds,Partner,Summer Sale,36,4,1,PayPal,Completed,True,0.027777777777777776,0.75
ORD000077,2025-03-07,2025-03-03,2025,3,10,1,C0303,Enterprise,P057,Networking,Switch Pro,2,474.54,0.0,949.08,463.15,Glasgow,Marketplace,Q4 Push,7,3,1,Bank Transfer,Completed,True,0.14285714285714285,0.6666666666666667
ORD000078,2025-03-07,2025-03-03,2025,3,10,1,C0465,Startup,P052,Cloud Services,Storage Plan Pro Pro,3,771.87,0.0,2315.61,942.45,Cardiff,Online Store,Organic / None,23,6,0,Credit Card,Pending,False,0.0,1.0
ORD000079,2025-03-07,2025-03-03,2025,3,10,1,C0410,SMB,P059,Office Supply,Desk Chair Pro Pro Pro,1,235.63,0.0,235.63,118.52,Dublin,Marketplace,Q4 Push,26,7,0,PayPal,Refunded,False,0.0,1.0
ORD000080,2025-03-07,2025-03-03,2025,3,10,1,C0303,Enterprise,P052,Cloud Services,Storage Plan Pro Pro,5,771.87,0.0,3859.35,1570.76,Glasgow,Online Store,New Year Deal,33,12,1,Invoice,Completed,True,0.030303030303030304,0.9166666666666666
ORD000081,2025-03-07,2025-03-03,2025,3,10,1,C0381,Government,P074,Networking,Cable Kit Pro Pro Pro,4,771.13,0.0,3084.52,687.85,Leeds,Marketplace,Flash Sale,72,15,1,Bank Transfer,Completed,True,0.013888888888888888,0.9333333333333333
ORD000082,2025-03-07,2025-03-03,2025,3,10,1,C0410,SMB,P051,Software,CRM License Pro,3,1851.31,0.0,5553.93,2004.97,Dublin,Marketplace,Back-to-Business,36,5,1,Credit Card,Pending,False,0.027777777777777776,0.8
ORD000083,2025-03-07,2025-03-03,2025,3,10,1,C0381,Government,P009,Office Supply,Notebook,2,153.37,0.0,306.74,143.55,Leeds,Direct,Partner Week,61,12,1,Credit Card,Completed,True,0.01639344262295082,0.9166666666666666
ORD000084,2025-03-07,2025-03-03,2025,3,10,1,C0381,Government,P006,Electronics,Headset,2,503.98,0.0,1007.96,387.06,Leeds,Marketplace,Loyalty Drive,6,1,1,Credit Card,Completed,True,0.16666666666666666,0.0
ORD000085,2025-03-07,2025-03-03,2025,3,10,1,C0104,SMB,P037,Networking,Firewall Pro,5,388.49,0.0,1942.45,619.64,Leeds,Direct,Organic / None,65,10,0,Bank Transfer,Completed,True,0.0,1.0
ORD000086,2025-03-07,2025-03-03,2025,3,10,1,C0381,Government,P017,Networking,Switch,3,332.68,0.05,948.14,462.69,Leeds,Marketplace,Organic / None,76,20,1,Credit Card,Completed,True,0.013157894736842105,0.95
ORD000087,2025-03-07,2025-03-03,2025,3,10,1,C0303,Enterprise,P059,Office Supply,Desk Chair Pro Pro Pro,2,235.63,0.1,424.13,213.34,Glasgow,Partner,Flash Sale,8,1,1,PayPal,Completed,True,0.125,0.0
ORD000088,2025-03-07,2025-03-03,2025,3,10,1,C0465,Startup,P063,Software,Analytics Tool Pro Pro,3,2068.97,0.0,6206.91,1893.11,Cardiff,Direct,New Year Deal,69,21,1,Bank Transfer,Completed,True,0.014492753623188406,0.9523809523809523
ORD000089,2025-03-07,2025-03-03,2025,3,10,1,C0465,Startup,P013,Software,ERP Module,1,1134.0,0.1,1020.6,288.83,Cardiff,Direct,Back-to-Business,36,15,1,Invoice,Cancelled,False,0.027777777777777776,0.9333333333333333
ORD000090,2025-03-07,2025-03-03,2025,3,10,1,C0410,SMB,P074,Networking,Cable Kit Pro Pro Pro,1,771.13,0.1,694.02,154.77,Dublin,Direct,Organic / None,58,24,0,PayPal,Completed,True,0.0,1.0
ORD000091,2025-03-07,2025-03-03,2025,3,10,1,C0104,SMB,P005,Electronics,Webcam,3,530.47,0.0,1591.41,536.31,Leeds,Direct,Partner Week,51,15,1,PayPal,Completed,True,0.0196078431372549,0.9333333333333333
ORD000092,2025-03-07,2025-03-03,2025,3,10,1,C0465,Startup,P059,Office Supply,Desk Chair Pro Pro Pro,2,235.63,0.05,447.7,225.19,Cardiff,Direct,Back-to-Business,45,19,0,Credit Card,Completed,True,0.0,1.0
ORD000093,2025-03-08,2025-03-03,2025,3,10,1,C0410,SMB,P044,Software,Analytics Tool Pro,1,1804.94,0.05,1714.69,522.98,Dublin,Partner,Summer Sale,16,3,1,Credit Card,Completed,True,0.0625,0.6666666666666667
ORD000094,2025-03-08,2025-03-03,2025,3,10,1,C0465,Startup,P023,Cloud Services,CDN Package,4,371.86,0.05,1413.07,411.2,Cardiff,Direct,Loyalty Drive,28,7,0,PayPal,Completed,True,0.0,1.0
ORD000095,2025-03-08,2025-03-03,2025,3,10,1,C0104,SMB,P056,Software,Security Suite Pro,1,1522.68,0.0,1522.68,482.69,Leeds,Direct,Summer Sale,41,13,1,Bank Transfer,Completed,True,0.024390243902439025,0.9230769230769231
ORD000096,2025-03-08,2025-03-03,2025,3,10,1,C0303,Enterprise,P036,Cloud Services,Compute Credits Pro,2,1122.77,0.0,2245.54,909.44,Glasgow,Direct,Spring Promo,36,11,1,Credit Card,Completed,True,0.027777777777777776,0.9090909090909091
ORD000097,2025-03-08,2025-03-03,2025,3,10,1,C0478,Enterprise,P037,Networking,Firewall Pro,2,388.49,0.0,776.98,247.86,Leeds,Partner,Summer Sale,23,8,1,Bank Transfer,Completed,True,0.043478260869565216,0.875
ORD000098,2025-03-08,2025-03-03,2025,3,10,1,C0478,Enterprise,P002,Electronics,Monitor,1,291.61,0.0,291.61,67.65,Leeds,Partner,Spring Promo,60,22,0,PayPal,Completed,True,0.0,1.0
ORD000099,2025-03-08,2025-03-03,2025,3,10,1,C0415,SMB,P073,Networking,Switch Pro,4,380.83,0.05,1447.15,706.21,Leeds,Marketplace,Organic / None,26,11,0,Credit Card,Completed,True,0.0,1.0
ORD000100,2025-03-08,2025-03-03,2025,3,10,1,C0381,Government,P044,Software,Analytics Tool Pro,1,1804.94,0.2,1443.95,440.4,Leeds,Marketplace,Spring Promo,19,4,0,Invoice,Completed,True,0.0,1.0
ORD000101,2025-03-08,2025-03-03,2025,3,10,1,C0303,Enterprise,P024,Cloud Services,Backup Plan,1,478.69,0.0,478.69,213.02,Glasgow,Direct,New Year Deal,40,17,1,Invoice,Completed,True,0.025,0.9411764705882353
ORD000102,2025-03-08,2025-03-03,2025,3,10,1,C0465,Startup,P034,Office Supply,Desk Chair Pro Pro,2,213.63,0.2,341.81,171.93,Cardiff,Direct,Back-to-Business,78,21,0,PayPal,Completed,True,0.0,1.0
ORD000103,2025-03-08,2025-03-03,2025,3,10,1,C0465,Startup,P070,Office Supply,Standing Desk Pro Pro Pro,2,263.74,0.2,421.98,101.28,Cardiff,Marketplace,Flash Sale,34,5,1,Bank Transfer,Completed,True,0.029411764705882353,0.8
ORD000104,2025-03-08,2025-03-03,2025,3,10,1,C0303,Enterprise,P017,Networking,Switch,1,332.68,0.05,316.05,154.23,Glasgow,Marketplace,Back-to-Business,32,7,1,Credit Card,Completed,True,0.03125,0.8571428571428572
ORD000105,2025-03-08,2025-03-03,2025,3,10,1,C0415,SMB,P009,Office Supply,Notebook,2,153.37,0.0,306.74,143.55,Leeds,Marketplace,New Year Deal,68,28,1,Credit Card,Completed,True,0.014705882352941176,0.9642857142857143
ORD000106,2025-03-08,2025-03-03,2025,3,10,1,C0415,SMB,P010,Office Supply,Pen Set,3,76.83,0.0,230.49,76.75,Leeds,Partner,Loyalty Drive,27,11,1,Invoice,Completed,True,0.037037037037037035,0.9090909090909091
ORD000107,2025-03-08,2025-03-03,2025,3,10,1,C0410,SMB,P040,Networking,Router Pro,1,468.48,0.05,445.06,189.15,Dublin,Direct,Spring Promo,30,8,1,Credit Card,Completed,True,0.03333333333333333,0.875
ORD000108,2025-03-08,2025-03-03,2025,3,10,1,C0478,Enterprise,P075,Software,Analytics Tool Pro Pro,1,2329.89,0.0,2329.89,710.62,Leeds,Direct,Back-to-Business,61,11,1,Credit Card,Completed,True,0.01639344262295082,0.9090909090909091
ORD000109,2025-03-08,2025-03-03,2025,3,10,1,C0104,SMB,P034,Office Supply,Desk Chair Pro Pro,1,213.63,0.0,213.63,107.46,Leeds,Partner,Flash Sale,33,4,1,Invoice,Completed,True,0.030303030303030304,0.75
ORD000110,2025-03-08,2025-03-03,2025,3,10,1,C0303,Enterprise,P080,Electronics,Laptop Pro Pro,2,518.95,0.05,986.0,331.3,Glasgow,Online Store,Back-to-Business,74,27,0,Bank Transfer,Pending,False,0.0,1.0
ORD000111,2025-03-08,2025-03-03,2025,3,10,1,C0104,SMB,P010,Office Supply,Pen Set,4,76.83,0.0,307.32,102.34,Leeds,Partner,Spring Promo,62,26,1,Bank Transfer,Refunded,False,0.016129032258064516,0.9615384615384616
ORD000112,2025-03-08,2025-03-03,2025,3,10,1,C0415,SMB,P008,Office Supply,Standing Desk,1,113.13,0.1,101.82,24.44,Leeds,Direct,Loyalty Drive,60,18,0,Bank Transfer,Completed,True,0.0,1.0
ORD000113,2025-03-08,2025-03-03,2025,3,10,1,C0415,SMB,P069,Networking,Cable Kit Pro,2,351.91,0.0,703.82,156.95,Leeds,Direct,Loyalty Drive,8,1,1,Bank Transfer,Pending,False,0.125,0.0
