order_id,customer_id,customer_segment,order_date,week,product_id,product_category,product_name,quantity,unit_price,discount,revenue,margin,city,sales_channel,campaign_name,visits,cart_additions,completed_orders,customer_signup_date,last_purchase_date,payment_method,order_status
ORD000024,C0465,Startup,2025-03-04,2025-03-03,P064,Networking,Cable Kit Pro Pro Pro,1,675.89,0.0,675.89,150.72,Cardiff,Partner,Loyalty Drive,59,6,1,2025-03-03,2025-03-04,Credit Card,Completed
ORD000025,C0104,SMB,2025-03-04,2025-03-03,P051,Software,CRM License Pro,2,1851.31,0.05,3517.49,1269.81,Leeds,Direct,New Year Deal,55,6,1,2025-03-04,2025-03-04,Credit Card,Completed
ORD000026,C0465,Startup,2025-03-04,2025-03-03,P012,Software,CRM License,1,1432.63,0.0,1432.63,517.18,Cardiff,Direct,Organic / None,43,10,0,2025-03-03,2025-03-04,Bank Transfer,Refunded
ORD000027,C0465,Startup,2025-03-04,2025-03-03,P080,Electronics,Laptop Pro Pro,3,518.95,0.0,1556.85,523.1,Cardiff,Online Store,New Year Deal,70,17,1,2025-03-03,2025-03-04,Credit Card,Completed
ORD000028,C0104,SMB,2025-03-04,2025-03-03,P077,Networking,Firewall Pro,3,388.58,0.0,1165.74,371.87,Leeds,Direct,Organic / None,44,5,0,2025-03-04,2025-03-04,Credit Card,Pending
ORD000029,C0381,Government,2025-03-04,2025-03-03,P001,Electronics,Laptop,1,264.83,0.05,251.59,84.53,Leeds,Marketplace,Organic / None,67,28,1,2025-03-03,2025-03-04,Invoice,Completed
ORD000030,C0381,Government,2025-03-04,2025-03-03,P006,Electronics,Headset,1,503.98,0.0,503.98,193.53,Leeds,Partner,Back-to-Business,43,18,1,2025-03-03,2025-03-04,PayPal,Pending
ORD000031,C0381,Government,2025-03-04,2025-03-03,P011,Office Supply,Organizer,4,179.1,0.15,608.94,264.89,Leeds,Marketplace,Organic / None,78,11,0,2025-03-03,2025-03-04,Invoice,Completed
ORD000032,C0465,Startup,2025-03-04,2025-03-03,P072,Networking,Switch Pro Pro,3,689.95,0.0,2069.85,1010.09,Cardiff,Direct,New Year Deal,39,9,1,2025-03-03,2025-03-04,Credit Card,Completed
ORD000033,C0381,Government,2025-03-04,2025-03-03,P046,Office Supply,Standing Desk Pro Pro,2,185.62,0.15,315.55,75.73,Leeds,Direct,Back-to-Business,63,19,1,2025-03-03,2025-03-04,Credit Card,Completed
ORD000034,C0381,Government,2025-03-04,2025-03-03,P079,Electronics,Laptop Pro,2,397.18,0.15,675.21,226.87,Leeds,Direct,Organic / None,70,12,1,2025-03-03,2025-03-04,Credit Card,Completed
ORD000035,C0381,Government,2025-03-04,2025-03-03,P012,Software,CRM License,5,1432.63,0.05,6804.99,2456.6,Leeds,Partner,Flash Sale,47,14,1,2025-03-03,2025-03-04,Invoice,Completed
ORD000036,C0465,Startup,2025-03-04,2025-03-03,P070,Office Supply,Standing Desk Pro Pro Pro,1,263.74,0.0,263.74,63.3,Cardiff,Partner,Back-to-Business,40,10,0,2025-03-03,2025-03-04,Bank Transfer,Completed
ORD000037,C0104,SMB,2025-03-05,2025-03-03,P009,Office Supply,Notebook,2,153.37,0.05,291.4,136.38,Leeds,Marketplace,New Year Deal,7,1,0,2025-03-04,2025-03-05,Bank Transfer,Completed
ORD000038,C0381,Government,2025-03-05,2025-03-03,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.0,1638.22,666.76,Leeds,Marketplace,New Year Deal,10,3,1,2025-03-03,2025-03-05,Bank Transfer,Refunded
ORD000039,C0104,SMB,2025-03-05,2025-03-03,P072,Networking,Switch Pro Pro,1,689.95,0.1,620.96,303.03,Leeds,Online Store,Flash Sale,58,21,1,2025-03-04,2025-03-05,Bank Transfer,Completed
ORD000040,C0381,Government,2025-03-05,2025-03-03,P025,Cloud Services,CDN Package Pro,3,445.74,0.05,1270.36,369.67,Leeds,Online Store,Q4 Push,31,13,1,2025-03-03,2025-03-05,PayPal,Completed
ORD000041,C0104,SMB,2025-03-05,2025-03-03,P041,Software,Security Suite Pro,2,1776.12,0.0,3552.24,1126.06,Leeds,Partner,Partner Week,49,7,1,2025-03-04,2025-03-05,PayPal,Completed
ORD000042,C0303,Enterprise,2025-03-05,2025-03-03,P059,Office Supply,Desk Chair Pro Pro Pro,1,235.63,0.2,188.5,94.82,Glasgow,Marketplace,Summer Sale,25,3,1,2025-03-05,2025-03-05,PayPal,Completed
ORD000043,C0465,Startup,2025-03-05,2025-03-03,P071,Networking,Firewall Pro Pro,3,492.42,0.0,1477.26,471.25,Cardiff,Marketplace,Q4 Push,61,16,1,2025-03-03,2025-03-05,Credit Card,Completed
ORD000044,C0104,SMB,2025-03-05,2025-03-03,P057,Networking,Switch Pro,3,474.54,0.0,1423.62,694.73,Leeds,Online Store,Summer Sale,46,12,0,2025-03-04,2025-03-05,PayPal,Completed
ORD000045,C0465,Startup,2025-03-05,2025-03-03,P036,Cloud Services,Compute Credits Pro,1,1122.77,0.0,1122.77,454.72,Cardiff,Partner,Summer Sale,18,4,1,2025-03-03,2025-03-05,Credit Card,Completed
ORD000046,C0381,Government,2025-03-05,2025-03-03,P015,Software,Security Suite,1,1204.66,0.0,1204.66,381.88,Leeds,Partner,Spring Promo,25,5,1,2025-03-03,2025-03-05,Bank Transfer,Completed
ORD000047,C0465,Startup,2025-03-05,2025-03-03,P075,Software,Analytics Tool Pro Pro,3,2329.89,0.15,5941.22,1812.07,Cardiff,Partner,Organic / None,51,16,0,2025-03-03,2025-03-05,Bank Transfer,Cancelled
ORD000048,C0104,SMB,2025-03-05,2025-03-03,P061,Electronics,Mouse Pro Pro,1,1009.82,0.0,1009.82,291.84,Leeds,Marketplace,Flash Sale,11,3,1,2025-03-04,2025-03-05,Credit Card,Completed
ORD000049,C0381,Government,2025-03-05,2025-03-03,P067,Electronics,Monitor Pro,1,393.05,0.1,353.75,82.07,Leeds,Marketplace,Loyalty Drive,10,4,0,2025-03-03,2025-03-05,Bank Transfer,Pending
ORD000050,C0465,Startup,2025-03-05,2025-03-03,P060,Office Supply,Pen Set Pro,3,94.84,0.15,241.84,80.53,Cardiff,Direct,Back-to-Business,25,5,1,2025-03-03,2025-03-05,Credit Card,Completed
ORD000051,C0465,Startup,2025-03-05,2025-03-03,P016,Networking,Router,5,348.55,0.0,1742.75,740.67,Cardiff,Online Store,Loyalty Drive,9,3,1,2025-03-03,2025-03-05,Credit Card,Completed
ORD000052,C0104,SMB,2025-03-05,2025-03-03,P074,Networking,Cable Kit Pro Pro Pro,1,771.13,0.05,732.57,163.36,Leeds,Online Store,Flash Sale,73,28,1,2025-03-04,2025-03-05,Bank Transfer,Completed
ORD000053,C0465,Startup,2025-03-05,2025-03-03,P022,Cloud Services,Compute Credits,2,753.31,0.0,1506.62,610.18,Cardiff,Direct,Partner Week,63,23,1,2025-03-03,2025-03-05,Credit Card,Pending
ORD000054,C0465,Startup,2025-03-06,2025-03-03,P013,Software,ERP Module,1,1134.0,0.0,1134.0,320.92,Cardiff,Partner,Partner Week,32,7,1,2025-03-03,2025-03-06,Invoice,Pending
ORD000055,C0381,Government,2025-03-06,2025-03-03,P056,Software,Security Suite Pro,2,1522.68,0.0,3045.36,965.38,Leeds,Direct,Organic / None,23,4,0,2025-03-03,2025-03-06,Bank Transfer,Completed
ORD000056,C0410,SMB,2025-03-06,2025-03-03,P011,Office Supply,Organizer,1,179.1,0.0,179.1,77.91,Dublin,Online Store,Flash Sale,20,4,0,2025-03-06,2025-03-06,Credit Card,Cancelled
ORD000057,C0465,Startup,2025-03-06,2025-03-03,P022,Cloud Services,Compute Credits,1,753.31,0.0,753.31,305.09,Cardiff,Marketplace,Organic / None,6,1,1,2025-03-03,2025-03-06,Credit Card,Pending
ORD000058,C0410,SMB,2025-03-06,2025-03-03,P007,Office Supply,Desk Chair,3,128.73,0.1,347.57,174.83,Dublin,Online Store,Spring Promo,17,2,0,2025-03-06,2025-03-06,Credit Card,Pending
ORD000059,C0104,SMB,2025-03-06,2025-03-03,P019,Networking,Firewall,4,282.71,0.0,1130.84,360.74,Leeds,Online Store,Flash Sale,12,4,1,2025-03-04,2025-03-06,PayPal,Completed
ORD000060,C0104,SMB,2025-03-06,2025-03-03,P079,Electronics,Laptop Pro,4,397.18,0.05,1509.28,507.12,Leeds,Direct,Q4 Push,38,13,0,2025-03-04,2025-03-06,Credit Card,Completed
ORD000061,C0303,Enterprise,2025-03-06,2025-03-03,P010,Office Supply,Pen Set,2,76.83,0.05,145.98,48.61,Glasgow,Direct,Flash Sale,42,10,0,2025-03-05,2025-03-06,PayPal,Cancelled
ORD000062,C0303,Enterprise,2025-03-06,2025-03-03,P024,Cloud Services,Backup Plan,2,478.69,0.0,957.38,426.03,Glasgow,Online Store,Summer Sale,55,20,0,2025-03-05,2025-03-06,Credit Card,Completed
ORD000063,C0410,SMB,2025-03-06,2025-03-03,P079,Electronics,Laptop Pro,3,397.18,0.0,1191.54,400.36,Dublin,Direct,Organic / None,10,1,1,2025-03-06,2025-03-06,PayPal,Pending
ORD000064,C0303,Enterprise,2025-03-07,2025-03-03,P032,Office Supply,Desk Chair Pro,5,177.72,0.0,888.6,446.97,Glasgow,Online Store,Partner Week,31,5,0,2025-03-05,2025-03-07,Credit Card,Completed
ORD000065,C0410,SMB,2025-03-07,2025-03-03,P044,Software,Analytics Tool Pro,3,1804.94,0.0,5414.82,1651.52,Dublin,Partner,Spring Promo,44,7,1,2025-03-06,2025-03-07,PayPal,Cancelled
ORD000066,C0303,Enterprise,2025-03-07,2025-03-03,P051,Software,CRM License Pro,2,1851.31,0.0,3702.62,1336.65,Glasgow,Online Store,New Year Deal,14,4,1,2025-03-05,2025-03-07,Credit Card,Pending
ORD000067,C0303,Enterprise,2025-03-07,2025-03-03,P078,Cloud Services,Storage Plan Pro Pro,1,819.11,0.2,655.29,266.7,Glasgow,Direct,Back-to-Business,48,19,0,2025-03-05,2025-03-07,Credit Card,Completed
ORD000068,C0303,Enterprise,2025-03-07,2025-03-03,P017,Networking,Switch,1,332.68,0.0,332.68,162.35,Glasgow,Partner,Organic / None,9,1,1,2025-03-05,2025-03-07,PayPal,Pending
ORD000069,C0410,SMB,2025-03-07,2025-03-03,P003,Electronics,Keyboard,5,492.91,0.05,2341.32,735.17,Dublin,Marketplace,Summer Sale,52,14,0,2025-03-06,2025-03-07,Credit Card,Completed
ORD000070,C0303,Enterprise,2025-03-07,2025-03-03,P038,Software,Security Suite Pro,4,1336.32,0.0,5345.28,1694.45,Glasgow,Partner,Summer Sale,36,6,0,2025-03-05,2025-03-07,PayPal,Completed
ORD000071,C0410,SMB,2025-03-07,2025-03-03,P071,Networking,Firewall Pro Pro,3,492.42,0.0,1477.26,471.25,Dublin,Direct,Organic / None,10,1,0,2025-03-06,2025-03-07,Credit Card,Cancelled
ORD000072,C0465,Startup,2025-03-07,2025-03-03,P046,Office Supply,Standing Desk Pro Pro,2,185.62,0.05,352.68,84.64,Cardiff,Partner,Flash Sale,38,12,1,2025-03-03,2025-03-07,Bank Transfer,Completed
ORD000073,C0465,Startup,2025-03-07,2025-03-03,P049,Networking,Cable Kit Pro Pro,2,538.12,0.0,1076.24,240.0,Cardiff,Partner,Partner Week,10,1,1,2025-03-03,2025-03-07,PayPal,Completed
ORD000074,C0465,Startup,2025-03-07,2025-03-03,P019,Networking,Firewall,2,282.71,0.1,508.88,162.33,Cardiff,Marketplace,New Year Deal,77,21,1,2025-03-03,2025-03-07,Bank Transfer,Cancelled
ORD000075,C0104,SMB,2025-03-07,2025-03-03,P052,Cloud Services,Storage Plan Pro Pro,3,771.87,0.0,2315.61,942.45,Leeds,Marketplace,Flash Sale,50,14,1,2025-03-04,2025-03-07,Invoice,Cancelled
ORD000076,C0381,Government,2025-03-07,2025-03-03,P038,Software,Security Suite Pro,2,1336.32,0.0,2672.64,847.23,Leeds,Partner,Summer Sale,36,4,1,2025-03-03,2025-03-07,PayPal,Completed
ORD000077,C0303,Enterprise,2025-03-07,2025-03-03,P057,Networking,Switch Pro,2,474.54,0.0,949.08,463.15,Glasgow,Marketplace,Q4 Push,7,3,1,2025-03-05,2025-03-07,Bank Transfer,Completed
ORD000078,C0465,Startup,2025-03-07,2025-03-03,P052,Cloud Services,Storage Plan Pro Pro,3,771.87,0.0,2315.61,942.45,Cardiff,Online Store,Organic / None,23,6,0,2025-03-03,2025-03-07,Credit Card,Pending
ORD000079,C0410,SMB,2025-03-07,2025-03-03,P059,Office Supply,Desk Chair Pro Pro Pro,1,235.63,0.0,235.63,118.52,Dublin,Marketplace,Q4 Push,26,7,0,2025-03-06,2025-03-07,PayPal,Refunded
ORD000080,C0303,Enterprise,2025-03-07,2025-03-03,P052,Cloud Services,Storage Plan Pro Pro,5,771.87,0.0,3859.35,1570.76,Glasgow,Online Store,New Year Deal,33,12,1,2025-03-05,2025-03-07,Invoice,Completed
ORD000081,C0381,Government,2025-03-07,2025-03-03,P074,Networking,Cable Kit Pro Pro Pro,4,771.13,0.0,3084.52,687.85,Leeds,Marketplace,Flash Sale,72,15,1,2025-03-03,2025-03-07,Bank Transfer,Completed
ORD000082,C0410,SMB,2025-03-07,2025-03-03,P051,Software,CRM License Pro,3,1851.31,0.0,5553.93,2004.97,Dublin,Marketplace,Back-to-Business,36,5,1,2025-03-06,2025-03-07,Credit Card,Pending
ORD000083,C0381,Government,2025-03-07,2025-03-03,P009,Office Supply,Notebook,2,153.37,0.0,306.74,143.55,Leeds,Direct,Partner Week,61,12,1,2025-03-03,2025-03-07,Credit Card,Completed
ORD000084,C0381,Government,2025-03-07,2025-03-03,P006,Electronics,Headset,2,503.98,0.0,1007.96,387.06,Leeds,Marketplace,Loyalty Drive,6,1,1,2025-03-03,2025-03-07,Credit Card,Completed
ORD000085,C0104,SMB,2025-03-07,2025-03-03,P037,Networking,Firewall Pro,5,388.49,0.0,1942.45,619.64,Leeds,Direct,Organic / None,65,10,0,2025-03-04,2025-03-07,Bank Transfer,Completed
ORD000086,C0381,Government,2025-03-07,2025-03-03,P017,Networking,Switch,3,332.68,0.05,948.14,462.69,Leeds,Marketplace,Organic / None,76,20,1,2025-03-03,2025-03-07,Credit Card,Completed
ORD000087,C0303,Enterprise,2025-03-07,2025-03-03,P059,Office Supply,Desk Chair Pro Pro Pro,2,235.63,0.1,424.13,213.34,Glasgow,Partner,Flash Sale,8,1,1,2025-03-05,2025-03-07,PayPal,Completed
ORD000088,C0465,Startup,2025-03-07,2025-03-03,P063,Software,Analytics Tool Pro Pro,3,2068.97,0.0,6206.91,1893.11,Cardiff,Direct,New Year Deal,69,21,1,2025-03-03,2025-03-07,Bank Transfer,Completed
ORD000089,C0465,Startup,2025-03-07,2025-03-03,P013,Software,ERP Module,1,1134.0,0.1,1020.6,288.83,Cardiff,Direct,Back-to-Business,36,15,1,2025-03-03,2025-03-07,Invoice,Cancelled
ORD000090,C0410,SMB,2025-03-07,2025-03-03,P074,Networking,Cable Kit Pro Pro Pro,1,771.13,0.1,694.02,154.77,Dublin,Direct,Organic / None,58,24,0,2025-03-06,2025-03-07,PayPal,Completed
ORD000091,C0104,SMB,2025-03-07,2025-03-03,P005,Electronics,Webcam,3,530.47,0.0,1591.41,536.31,Leeds,Direct,Partner Week,51,15,1,2025-03-04,2025-03-07,PayPal,Completed
ORD000092,C0465,Startup,2025-03-07,2025-03-03,P059,Office Supply,Desk Chair Pro Pro Pro,2,235.63,0.05,447.7,225.19,Cardiff,Direct,Back-to-Business,45,19,0,2025-03-03,2025-03-07,Credit Card,Completed
ORD000093,C0410,SMB,2025-03-08,2025-03-03,P044,Software,Analytics Tool Pro,1,1804.94,0.05,1714.69,522.98,Dublin,Partner,Summer Sale,16,3,1,2025-03-06,2025-03-08,Credit Card,Completed
ORD000094,C0465,Startup,2025-03-08,2025-03-03,P023,Cloud Services,CDN Package,4,371.86,0.05,1413.07,411.2,Cardiff,Direct,Loyalty Drive,28,7,0,2025-03-03,2025-03-08,PayPal,Completed
ORD000095,C0104,SMB,2025-03-08,2025-03-03,P056,Software,Security Suite Pro,1,1522.68,0.0,1522.68,482.69,Leeds,Direct,Summer Sale,41,13,1,2025-03-04,2025-03-08,Bank Transfer,Completed
ORD000096,C0303,Enterprise,2025-03-08,2025-03-03,P036,Cloud Services,Compute Credits Pro,2,1122.77,0.0,2245.54,909.44,Glasgow,Direct,Spring Promo,36,11,1,2025-03-05,2025-03-08,Credit Card,Completed
ORD000097,C0478,Enterprise,2025-03-08,2025-03-03,P037,Networking,Firewall Pro,2,388.49,0.0,776.98,247.86,Leeds,Partner,Summer Sale,23,8,1,2025-03-08,2025-03-08,Bank Transfer,Completed
ORD000098,C0478,Enterprise,2025-03-08,2025-03-03,P002,Electronics,Monitor,1,291.61,0.0,291.61,67.65,Leeds,Partner,Spring Promo,60,22,0,2025-03-08,2025-03-08,PayPal,Completed
ORD000099,C0415,SMB,2025-03-08,2025-03-03,P073,Networking,Switch Pro,4,380.83,0.05,1447.15,706.21,Leeds,Marketplace,Organic / None,26,11,0,2025-03-08,2025-03-08,Credit Card,Completed
ORD000100,C0381,Government,2025-03-08,2025-03-03,P044,Software,Analytics Tool Pro,1,1804.94,0.2,1443.95,440.4,Leeds,Marketplace,Spring Promo,19,4,0,2025-03-03,2025-03-08,Invoice,Completed
ORD000101,C0303,Enterprise,2025-03-08,2025-03-03,P024,Cloud Services,Backup Plan,1,478.69,0.0,478.69,213.02,Glasgow,Direct,New Year Deal,40,17,1,2025-03-05,2025-03-08,Invoice,Completed
ORD000102,C0465,Startup,2025-03-08,2025-03-03,P034,Office Supply,Desk Chair Pro Pro,2,213.63,0.2,341.81,171.93,Cardiff,Direct,Back-to-Business,78,21,0,2025-03-03,2025-03-08,PayPal,Completed
ORD000103,C0465,Startup,2025-03-08,2025-03-03,P070,Office Supply,Standing Desk Pro Pro Pro,2,263.74,0.2,421.98,101.28,Cardiff,Marketplace,Flash Sale,34,5,1,2025-03-03,2025-03-08,Bank Transfer,Completed
ORD000104,C0303,Enterprise,2025-03-08,2025-03-03,P017,Networking,Switch,1,332.68,0.05,316.05,154.23,Glasgow,Marketplace,Back-to-Business,32,7,1,2025-03-05,2025-03-08,Credit Card,Completed
ORD000105,C0415,SMB,2025-03-08,2025-03-03,P009,Office Supply,Notebook,2,153.37,0.0,306.74,143.55,Leeds,Marketplace,New Year Deal,68,28,1,2025-03-08,2025-03-08,Credit Card,Completed
ORD000106,C0415,SMB,2025-03-08,2025-03-03,P010,Office Supply,Pen Set,3,76.83,0.0,230.49,76.75,Leeds,Partner,Loyalty Drive,27,11,1,2025-03-08,2025-03-08,Invoice,Completed
ORD000107,C0410,SMB,2025-03-08,2025-03-03,P040,Networking,Router Pro,1,468.48,0.05,445.06,189.15,Dublin,Direct,Spring Promo,30,8,1,2025-03-06,2025-03-08,Credit Card,Completed
ORD000108,C0478,Enterprise,2025-03-08,2025-03-03,P075,Software,Analytics Tool Pro Pro,1,2329.89,0.0,2329.89,710.62,Leeds,Direct,Back-to-Business,61,11,1,2025-03-08,2025-03-08,Credit Card,Completed
ORD000109,C0104,SMB,2025-03-08,2025-03-03,P034,Office Supply,Desk Chair Pro Pro,1,213.63,0.0,213.63,107.46,Leeds,Partner,Flash Sale,33,4,1,2025-03-04,2025-03-08,Invoice,Completed
ORD000110,C0303,Enterprise,2025-03-08,2025-03-03,P080,Electronics,Laptop Pro Pro,2,518.95,0.05,986.0,331.3,Glasgow,Online Store,Back-to-Business,74,27,0,2025-03-05,2025-03-08,Bank Transfer,Pending
ORD000111,C0104,SMB,2025-03-08,2025-03-03,P010,Office Supply,Pen Set,4,76.83,0.0,307.32,102.34,Leeds,Partner,Spring Promo,62,26,1,2025-03-04,2025-03-08,Bank Transfer,Refunded
ORD000112,C0415,SMB,2025-03-08,2025-03-03,P008,Office Supply,Standing Desk,1,113.13,0.1,101.82,24.44,Leeds,Direct,Loyalty Drive,60,18,0,2025-03-08,2025-03-08,Bank Transfer,Completed
ORD000113,C0415,SMB,2025-03-08,2025-03-03,P069,Networking,Cable Kit Pro,2,351.91,0.0,703.82,156.95,Leeds,Direct,Loyalty Drive,8,1,1,2025-03-08,2025-03-08,Bank Transfer,Pending
ORD000114,C0478,Enterprise,2025-03-08,2025-03-03,P072,Networking,Switch Pro Pro,1,689.95,0.05,655.45,319.86,Leeds,Marketplace,Q4 Push,8,1,1,2025-03-08,2025-03-08,Bank Transfer,Completed
ORD000115,C0478,Enterprise,2025-03-09,2025-03-03,P022,Cloud Services,Compute Credits,5,753.31,0.0,3766.55,1525.45,Leeds,Online Store,Flash Sale,31,10,1,2025-03-08,2025-03-09,Credit Card,Completed
ORD000116,C0303,Enterprise,2025-03-09,2025-03-03,P041,Software,Security Suite Pro,1,1776.12,0.05,1687.31,534.88,Glasgow,Direct,Back-to-Business,43,6,0,2025-03-05,2025-03-09,Bank Transfer,Pending
ORD000117,C0415,SMB,2025-03-09,2025-03-03,P026,Cloud Services,Compute Credits Pro,3,1029.88,0.0,3089.64,1251.3,Leeds,Online Store,Summer Sale,40,5,0,2025-03-08,2025-03-09,Bank Transfer,Completed
ORD000118,C0478,Enterprise,2025-03-09,2025-03-03,P062,Networking,Cable Kit Pro Pro Pro,1,621.71,0.0,621.71,138.64,Leeds,Marketplace,Partner Week,74,31,0,2025-03-08,2025-03-09,Bank Transfer,Completed
ORD000119,C0104,SMB,2025-03-09,2025-03-03,P037,Networking,Firewall Pro,1,388.49,0.15,330.22,105.34,Leeds,Partner,Back-to-Business,69,23,1,2025-03-04,2025-03-09,Credit Card,Completed
ORD000120,C0465,Startup,2025-03-09,2025-03-03,P048,Software,Analytics Tool Pro Pro,1,2638.12,0.15,2242.4,683.93,Cardiff,Marketplace,Organic / None,54,19,0,2025-03-03,2025-03-09,Bank Transfer,Completed
ORD000121,C0381,Government,2025-03-09,2025-03-03,P030,Office Supply,Notebook Pro,1,224.55,0.0,224.55,105.09,Leeds,Direct,Q4 Push,40,7,1,2025-03-03,2025-03-09,Bank Transfer,Completed
ORD000122,C0478,Enterprise,2025-03-09,2025-03-03,P027,Electronics,Webcam Pro,1,641.9,0.05,609.8,205.5,Leeds,Online Store,Back-to-Business,34,12,1,2025-03-08,2025-03-09,Invoice,Completed
ORD000123,C0410,SMB,2025-03-09,2025-03-03,P042,Networking,Firewall Pro,4,407.55,0.0,1630.2,520.03,Dublin,Direct,Q4 Push,58,19,0,2025-03-06,2025-03-09,Bank Transfer,Completed
